Number,Title,Body,Closed,Merged,MergedAt,ClosedAt,ReviewComments,Participants,Comments,Files,Additions,Deletions,Modifications,TimeToAnalysis
2397,Add Horizon UI - Trendiest admin template for React,6752,True,False,,2023-02-06T17:18:46Z,1,5,3,1,1,0,1,49606595.645774
2405,Add ComputerCraft,6827,True,True,2023-02-03T14:12:48Z,2023-02-03T14:12:48Z,2,4,18,1,1,0,1,48697593.646182
2386,Add Password Cracking,6869,True,True,2022-12-26T12:24:46Z,2022-12-26T12:24:46Z,9,9,12,1,1,0,1,50289211.646182
1962,Run `awesome-lint` on new additions,1644,True,True,2021-04-19T09:59:15Z,2021-04-19T09:59:15Z,5,3,3,2,36,0,36,98720642.646182
2330,put links in the correct category,0,True,True,2022-07-20T11:13:25Z,2022-07-20T11:13:25Z,1,3,0,1,2,2,4,55719451.646182
2465,Add awesome carbon repo,135,True,False,,2022-12-28T09:30:17Z,1,3,3,1,1,0,1,41802265.646182
2426,Add Supabase,6431,True,True,2022-12-17T17:27:19Z,2022-12-17T17:27:19Z,5,7,8,1,1,0,1,46136710.646182
2325,Add Engineering Strategy,7012,True,True,2022-12-16T23:29:47Z,2022-12-16T23:29:47Z,9,6,22,1,1,0,1,56079591.646182
2382,Add Master CSS,6917,True,True,2022-12-07T13:45:05Z,2022-12-07T13:45:05Z,2,6,12,1,1,0,1,50662391.726876
2428,Add Digital Marketing,6960,True,False,,2022-12-02T16:22:34Z,1,3,3,1,1,1,2,45953050.726876
