Number,Title,Body,Closed,Merged,MergedAt,ClosedAt,ReviewComments,Participants,Comments,Files,Additions,Deletions,Modifications,TimeToAnalysis
11350,Do not fix ruff EXE001 rule,1143,True,True,2024-04-08T11:22:55Z,2024-04-08T11:22:55Z,2,3,0,1,1,1,2,1881063.101433
11351,Update validate_solutions.py,1137,True,False,,2024-04-08T11:22:10Z,2,3,0,1,1,1,2,1873148.101433
11345,Enable ruff PGH003 rule,1139,True,True,2024-04-02T19:29:34Z,2024-04-02T19:29:34Z,1,2,3,14,20,19,39,1890422.101433
11277,Update doubly_linked_list.py,1580,True,False,,2024-04-02T19:30:53Z,1,3,1,1,42,134,176,6330744.101433
11344,Enable ruff RUF005 rule,1139,True,True,2024-04-02T19:18:47Z,2024-04-02T19:18:47Z,1,2,0,4,7,4,11,1891781.109954
11340,Migrate to numpy 2.0,1133,True,False,,2024-04-02T19:08:23Z,1,2,0,3,2,4,6,1966655.109954
11341,Enable ruff SIM102 rule,1139,True,True,2024-04-02T01:27:56Z,2024-04-02T01:27:56Z,1,2,3,13,73,50,123,1963844.617948
11336,Enable ruff NPY002 rule,1139,True,True,2024-04-01T19:39:31Z,2024-04-01T19:39:31Z,2,3,1,9,32,25,57,2318245.617948
11337,Enable ruff RUF100 rule,1139,True,True,2024-04-01T19:36:41Z,2024-04-01T19:36:41Z,2,3,0,14,23,24,47,2317457.617948
11329,Enable ruff ICN001 rule,1139,True,True,2024-03-28T18:03:23Z,2024-03-28T18:03:23Z,1,2,1,8,121,128,249,2568517.618944
11330,Enable ruff PLW0120 rule,1140,True,True,2024-03-28T17:28:55Z,2024-03-28T17:28:55Z,1,2,0,3,2,5,7,2568082.618944
11331,Enable ruff N999 rule,1137,True,True,2024-03-28T17:26:41Z,2024-03-28T17:26:41Z,1,2,0,5,3,4,7,2567403.619304
11332,Enable ruff PLR5501 rule,1140,True,True,2024-03-28T17:25:41Z,2024-03-28T17:25:41Z,1,2,0,24,211,239,450,2566000.619304
11334,Added some doctests in binary_tree_traversal.py,1234,True,True,2024-03-28T17:19:51Z,2024-03-28T17:19:51Z,1,2,0,1,13,1,14,2397359.619304
9931,Create equivalent_emf.py,1234,True,False,,2024-03-26T20:53:59Z,1,1,0,1,54,0,54,17357062.619304
11327,Enable ruff DTZ005 rule,1139,True,True,2024-03-25T20:54:11Z,2024-03-25T20:54:11Z,3,2,0,4,6,7,13,2601295.619304
11326,Enable ruff DTZ001 rule,1139,True,True,2024-03-25T07:43:24Z,2024-03-25T07:43:24Z,2,3,0,3,10,9,19,3023543.619304
11271,Fixed `max_parts` function for Circle,1245,True,False,,2024-03-24T21:41:59Z,4,2,0,1,11,9,20,6985605.620307
11321,Enable ruff ARG001 rule,1139,True,True,2024-03-20T14:00:17Z,2024-03-20T14:00:17Z,2,3,0,11,22,31,53,3709625.620524
11306,Add Vicsek to fractals,1115,True,True,2024-03-20T14:07:55Z,2024-03-20T14:07:55Z,4,4,1,1,76,0,76,5088502.620524
11224,adding a proper fractions algorithm,1243,True,True,2024-03-20T13:33:40Z,2024-03-20T13:33:40Z,5,3,2,2,41,1,42,10278640.410986
11312,Update heap_sort.py,1156,True,False,,2024-03-13T16:40:29Z,1,2,0,1,34,41,75,4390032.410986
11322,[pre-commit.ci] pre-commit autoupdate,115,True,True,2024-03-13T06:52:42Z,2024-03-13T06:52:42Z,1,1,0,297,498,295,793,3687975.410986
11318,Reenable files when TensorFlow supports the current Python,1189,True,True,2024-03-12T08:35:50Z,2024-03-12T08:35:50Z,2,3,1,8,27,19,46,3825732.410986
11319,fix: function name typo,1115,True,True,2024-03-12T08:40:32Z,2024-03-12T08:40:32Z,1,2,0,2,3,4,7,3805920.410986
11313,Update __init__.py,1115,True,False,,2024-03-12T08:41:03Z,1,3,0,1,1,0,1,4340657.410986
11296,[pre-commit.ci] pre-commit autoupdate,63,True,True,2024-02-19T22:00:06Z,2024-02-19T22:00:06Z,1,1,2,1,1,1,2,5598723.410986
11292,[pre-commit.ci] pre-commit autoupdate,63,True,True,2024-02-12T20:53:20Z,2024-02-12T20:53:20Z,1,1,1,1,1,1,2,6204113.410986
11298,Create PythonV4.0.9.py,2140,True,False,,2024-03-01T15:53:36Z,1,3,0,1,37,0,37,5441981.410986
10083,"Added a python code for squaring a number without multiply,division or power",1013,True,False,,2024-02-29T13:58:47Z,1,1,0,1,27,0,27,17217336.410986
11275,[pre-commit.ci] pre-commit autoupdate,64,True,True,2024-02-05T19:48:11Z,2024-02-05T19:48:11Z,1,1,0,11,25,39,64,6812592.160068
11266,Initial commit,1115,True,False,,2024-02-05T18:12:48Z,1,3,0,0,0,0,0,7144425.160068
11272,Update get_ip_geolocation.py,1184,True,False,,2024-02-05T06:59:10Z,1,3,2,1,48,14,62,6870147.160068
9740,efficient algorithm for finding median of an stream of number in constant time complexity,1106,True,False,,2024-02-04T21:01:14Z,5,2,1,2,121,0,121,17525190.160068
11267,Fixed lines that needed to be uncommented after Hacktoberfest,1285,True,True,2024-02-02T08:22:58Z,2024-02-02T08:22:58Z,2,3,2,1,5,5,10,7141789.160068
11265,Bump actions/cache from 3 to 4,5164,True,True,2024-02-01T07:11:42Z,2024-02-01T07:11:42Z,1,1,0,1,1,1,2,7201160.659803
11230,added perceptron alg,1115,True,False,,2024-01-30T09:34:19Z,3,3,1,1,103,0,103,9485551.659803
11261,[pre-commit.ci] pre-commit autoupdate,66,True,True,2024-01-29T20:00:37Z,2024-01-29T20:00:37Z,1,1,1,1,1,1,2,7417039.667858
11239,Add smooth l1 loss algorithm,1251,True,True,2024-01-30T08:18:56Z,2024-01-30T08:18:56Z,2,3,0,1,56,0,56,8821541.668023
10314,Friis formula,1013,True,False,,2024-01-25T17:36:57Z,1,1,0,1,103,0,103,16853631.668278
11254,Replaced the variable name 'test_input' with 'train_input',1211,True,False,,2024-01-24T02:11:30Z,1,2,2,1,2,2,4,8029649.668278
11248,Add categorical focal cross-entropy loss algorithm,1302,True,True,2024-01-18T12:41:29Z,2024-01-18T12:41:29Z,2,3,0,1,102,0,102,8509811.668278
11147,Added doctest to skew_heap.py,1115,True,True,2024-01-18T12:39:27Z,2024-01-18T12:39:27Z,2,3,0,1,43,2,45,14588188.668278
11247,Use ruff format as the pre-commit formatter,1153,True,True,2024-01-16T08:39:54Z,2024-01-16T08:39:54Z,1,2,1,8,28,20,48,8598072.668278
11203,Fixed Inappropriate Logical Expression,2783,True,True,2024-01-16T08:43:33Z,2024-01-16T08:43:33Z,1,2,0,1,1,1,2,12019027.668278
11237,style: use prettier to format toml and yaml files,415,True,True,2024-01-13T11:24:58Z,2024-01-13T11:24:58Z,4,2,5,3,15,9,24,8887248.141921
11234,fix: consider months and days in `years_old`,1344,True,True,2024-01-12T16:12:15Z,2024-01-12T16:12:15Z,1,2,0,2,37,37,74,8963582.141921
11233,fix: use `GITHUB_ACTOR` in `git config`,474,True,True,2024-01-12T16:46:26Z,2024-01-12T16:46:26Z,1,2,1,1,2,2,4,8980451.14292
10045,Add matrix_multiplication,1185,True,True,2023-10-17T09:25:26Z,2023-10-17T09:25:26Z,19,3,6,1,180,0,180,17267941.14292
9633,#9555 Maximum Sum Submatrix,1073,True,False,,2023-12-25T04:32:28Z,1,1,0,1,46,0,46,17611511.14506
11219,Create 21-branch-github_new_PR,1125,True,False,,2023-12-24T10:20:41Z,1,3,0,1,1,0,1,10808208.14506
10541,Added Finding Smaller Numbers than Current Numbers,1013,True,False,,2023-12-23T05:33:57Z,1,1,0,2,36,28,64,16585453.406845
11212,Corrected the Python Doctest command in equilibrium_index_in_array.py…,1378,True,True,2023-12-19T23:05:27Z,2023-12-19T23:05:27Z,2,3,0,1,1,1,2,11511216.406845
11196,optimize quicksort implementation,1179,True,True,2023-12-20T01:59:51Z,2023-12-20T01:59:51Z,2,2,0,1,13,10,23,12250169.406845
11197,optimize quicksort implementation,1179,True,False,,2023-12-20T01:49:20Z,2,4,1,1,13,11,24,12249660.406845
11215,[pre-commit.ci] pre-commit autoupdate,103,True,True,2023-12-18T20:17:47Z,2023-12-18T20:17:47Z,1,1,0,1,2,2,4,11045224.406845
9862,Added maximal square algorithm,1117,True,False,,2023-12-12T19:26:27Z,3,1,1,1,55,0,55,17438195.406845
11204,Implemented improved algorithm using Numba for Project Euler Problem 73,1942,True,False,,2023-12-07T14:21:20Z,1,1,0,1,48,0,48,12014476.406845
11186,Create first_missing_positive.py,1115,True,False,,2023-12-05T15:50:23Z,7,2,2,1,74,0,74,12848755.406845
11172,Update edit_distance.py,1115,True,False,,2023-11-24T16:30:07Z,4,2,0,1,36,20,56,13428065.406845
11179,Create smallestRange.py,1115,True,True,2023-12-01T16:53:48Z,2023-12-01T16:53:48Z,6,3,3,1,71,0,71,13008068.406845
11131,Added Goldbach's conjecture,1128,True,False,,2023-11-29T20:34:38Z,5,2,0,1,45,0,45,15193393.406845
11123,Create xxHash.py,211,True,False,,2023-11-29T20:34:12Z,3,2,0,1,112,0,112,15206407.406845
11189,Create longest_palindromic_substring.py,1115,True,False,,2023-11-29T18:44:04Z,1,3,1,1,66,0,66,12842650.674414
11178,Pedram mohajer kruskal algorithm,1115,True,False,,2023-11-27T18:41:13Z,1,1,0,1,120,0,120,13033938.674414
11183,Add doctest to is_safe function,1115,True,True,2023-11-27T17:43:51Z,2023-11-27T17:43:51Z,1,2,0,1,4,0,4,12916080.674414
11160,Update n_queens.py,1462,True,False,,2023-11-16T10:54:19Z,1,2,0,1,53,75,128,13903689.674414
11171,Update levenshtein_distance.py,1119,True,True,2023-11-26T22:46:54Z,2023-11-26T22:46:54Z,3,2,1,1,74,19,93,13428309.674414
11169,Typo deicmal -> decimal,0,True,True,2023-11-25T11:25:47Z,2023-11-25T11:25:47Z,1,2,0,1,1,1,2,13543453.674414
11145,Added doctest to binary_search_tree.py,1115,True,True,2023-11-25T14:29:45Z,2023-11-25T14:29:45Z,4,3,0,1,42,0,42,14685880.682481
11155,Create Spearman's rank correlation coefficient,1213,True,True,2023-11-25T14:20:42Z,2023-11-25T14:20:42Z,9,2,0,1,82,0,82,13987686.682647
11154,[pre-commit.ci] pre-commit autoupdate,203,True,True,2023-11-25T13:53:19Z,2023-11-25T13:53:19Z,3,1,0,3,5,6,11,14069264.683154
11158,Bug fix combinations,1311,True,True,2023-11-25T13:31:17Z,2023-11-25T13:31:17Z,3,2,2,1,8,2,10,13935762.683154
11163,add graphs/ant_colony_optimization_algorithms.py,1209,True,True,2023-11-25T12:26:04Z,2023-11-25T12:26:04Z,3,2,2,1,226,0,226,13846544.683154
11173,Fix typo in knight_tour.py,1115,True,True,2023-11-25T11:17:59Z,2023-11-25T11:17:59Z,1,2,0,1,2,2,4,13157903.683154
11138,adding a geometry module,1590,True,True,2023-11-24T18:00:22Z,2023-11-24T18:00:22Z,13,2,5,1,259,0,259,14942594.683154
11156,Fix ignore venv in build_directory_md.py,1228,True,True,2023-11-16T11:00:49Z,2023-11-16T11:00:49Z,1,2,1,2,5,1,6,13949669.207604
3513,"Added a solution for Project Euler Problem 203 ""Squarefree Binomial Coefficients""",1789,True,True,2020-11-03T02:21:14Z,2020-11-03T02:21:14Z,5,4,3,2,188,0,188,110923545.207604
11129,Added doctest to heap.py,1136,True,True,2023-11-13T11:05:23Z,2023-11-13T11:05:23Z,2,2,3,1,31,1,32,15194148.207604
11149,Added doctest to stack.py,1115,True,True,2023-11-12T02:16:44Z,2023-11-12T02:16:44Z,2,2,1,1,87,5,92,14455688.207604
11151,Added doctest to randomized_heap.py,1115,True,True,2023-11-12T02:13:04Z,2023-11-12T02:13:04Z,2,2,2,1,28,2,30,14330016.207604
11103,Create_greedy.py,1127,True,False,,2023-11-10T20:02:10Z,1,3,1,1,49,0,49,15282865.207604
11134,Data structures/arrays/triplet sum,1197,True,True,2023-11-06T12:10:50Z,2023-11-06T12:10:50Z,10,2,1,1,63,0,63,15153285.207604
